timestamp,debit_eau,pression_eau,gaz_ppm,fumee,flamme,tension,courant,temperature,humidite,anomalie
1/1/2025 0:00,1.160934073,3.882913547,383.3477396,0.347125474,0,237.4471299,2.100993221,15.5674627,79.39900243,fuite_gaz
1/1/2025 0:01,0.65831766,3.844951046,498.1129096,0.421016371,0,240.221986,2.724279385,28.08379412,37.77787476,fuite_gaz
1/1/2025 0:02,1.28789688,1.810780124,68.43978894,0.984699383,0,222.4165931,12.27440508,15.57934441,74.6899004,fuite_eau
1/1/2025 0:03,1.046052044,1.146621581,160.2137456,0.08419409,0,216.4782095,14.17578432,20.94521366,73.9259803,normal
1/1/2025 0:04,0.141266022,2.215198087,318.9833368,0.111651127,0,218.7934333,15.08160436,26.44667831,71.30321061,normal
1/1/2025 0:05,1.463433527,1.628545219,236.837504,0.435370341,0,225.6890098,10.37323347,34.02770477,29.51362482,fuite_eau
1/1/2025 0:06,1.141709553,2.583153917,336.9002929,0.169243655,1,235.2750121,12.00778108,11.50957681,59.58497986,incendie
1/1/2025 0:08,0.192170449,1.724285484,404.5952606,0.360677532,0,241.6527068,6.964702718,15.55280241,48.36888679,fuite_gaz
1/1/2025 0:09,0.675578907,2.275495774,81.90631406,0.846207465,1,219.9549365,4.283401539,32.08960936,29.24808925,incendie
1/1/2025 0:11,1.390147483,3.036731131,437.0242054,0.470806795,1,246.961417,18.37525846,28.77212965,35.93535248,fuite_gaz
1/1/2025 0:12,0.96579768,1.175712574,213.2428574,0.844979392,0,216.5664086,0.141717746,21.48084576,71.51109115,incendie
1/1/2025 0:13,1.23414242,1.646760073,276.7049624,0.100818845,0,246.7092407,8.037610211,21.82441765,23.61423987,fuite_eau
1/1/2025 0:14,0.665121298,4.740998219,59.71038183,0.581099005,0,238.2147711,14.69685816,34.34367453,67.53922294,normal
1/1/2025 0:15,0.340858083,1.412659971,150.8782528,0.605132967,1,245.4876006,3.549295152,14.12254991,67.80939678,incendie
1/1/2025 0:16,0.831877181,3.540371149,258.6448047,0.246021114,1,223.8724963,0.637992865,19.93282343,35.65652449,incendie
1/1/2025 0:17,0.095725884,4.169302595,229.5356568,0.049621326,1,244.546439,0.728541615,34.67412436,54.0469243,incendie
1/1/2025 0:18,1.241446758,2.061756251,371.5946946,0.535198962,0,229.0712603,11.29587821,16.51386425,37.86035716,fuite_gaz
1/1/2025 0:19,0.947496599,3.900312013,325.3459917,0.51367705,0,217.5866198,4.605578465,12.77433842,32.63718468,normal
1/1/2025 0:20,1.13713161,1.679580716,446.127135,0.653611759,1,249.8632767,5.157765265,17.40833406,57.09409567,fuite_gaz
1/1/2025 0:21,0.531788952,2.139001099,434.6468158,0.212928741,0,247.923081,0.303011417,30.89685068,63.52014209,fuite_gaz
1/1/2025 0:22,1.456047037,2.247288124,158.5489283,0.179643362,0,214.9926889,14.51806001,34.88882931,62.75664078,normal
1/1/2025 0:23,1.339681682,4.985739962,57.93742807,0.977915889,1,228.2478286,16.87256234,25.57810845,70.30852848,incendie
1/1/2025 0:24,1.167575246,1.858289181,434.5118464,0.113688495,0,249.4478418,14.67050065,34.74032285,62.91445069,fuite_gaz
1/1/2025 0:25,0.291958062,1.516829859,198.1043888,0.999408586,1,231.9380304,2.725673854,14.45114307,42.94688196,incendie
1/1/2025 0:26,0.700081506,4.70276575,206.1993692,0.719976774,1,229.8835276,19.14454092,25.72825369,78.75205792,incendie
1/1/2025 0:28,0.231434238,4.517119679,361.8532698,0.339783495,1,226.7809004,5.182616179,13.28738774,47.11563099,fuite_gaz
1/1/2025 0:29,1.02457343,3.601826511,176.0490133,0.867803103,1,229.9277622,19.66138814,25.39735733,78.2691965,incendie
1/1/2025 0:30,1.117143234,3.307445992,129.5343955,0.910061612,1,238.562013,8.883840397,23.40989974,78.98771762,incendie
1/1/2025 0:31,1.451264599,4.005354846,276.5258335,0.721884,1,228.0013579,0.833596924,28.90807524,64.61255522,incendie
1/1/2025 0:32,0.488738037,3.903995829,387.6871577,0.709888579,0,235.3995473,11.50807413,30.76243812,68.45287835,fuite_gaz
1/1/2025 0:33,0.555689559,1.442104758,171.3193689,0.493154633,0,214.0606533,10.53411599,15.60162889,26.84802939,normal
1/1/2025 0:34,0.704333717,4.997864442,374.9175504,0.077834865,0,240.5514058,17.16589354,12.75030175,36.21686942,fuite_gaz
1/1/2025 0:35,0.284207039,4.767558906,257.8887994,0.999029044,0,210.1310187,7.113462075,33.10918716,27.34576447,incendie
1/1/2025 0:36,0.194882258,4.586367851,231.6977255,0.015555381,1,235.6862063,15.33267642,28.51653462,29.19330711,incendie
1/1/2025 0:37,0.713557389,3.489156536,211.7843907,0.495397399,1,243.0525461,15.73450309,19.05907267,66.63316387,incendie
1/1/2025 0:38,0.340364024,3.091165325,115.5114344,0.367134313,0,240.6717182,0.699008279,23.41675971,32.28216728,normal
1/1/2025 0:39,1.004720992,3.145114336,199.6851951,0.776132359,0,215.8926973,13.46285557,30.55990367,42.67948563,normal
1/1/2025 0:40,0.655727878,1.059747777,445.6631888,0.735780364,1,243.7698984,9.589442536,14.06681273,46.18808513,fuite_gaz
1/1/2025 0:41,1.249017294,2.997878008,95.97511601,0.628049707,0,213.1678328,4.048555765,10.03256849,24.10280878,normal
1/1/2025 0:42,1.050397653,3.495078271,481.2350068,0.074738543,0,212.6542832,8.337891262,23.66030058,71.67830632,fuite_gaz
1/1/2025 0:43,0.468549962,3.634824835,98.37343737,0.236849448,1,242.9042649,17.14436099,12.32942679,70.74246935,incendie
1/1/2025 0:44,1.248389702,2.32855786,212.914239,0.09415843,0,217.3008159,13.79545269,34.05441859,21.14925687,normal
1/1/2025 0:45,1.207146536,2.885129401,322.8377782,0.978976362,0,227.8823585,12.54392804,15.09357966,55.53061648,incendie
1/1/2025 0:46,0.581217569,3.545242427,427.0286316,0.127782896,0,247.4653281,1.630275002,28.40515582,55.91094711,fuite_gaz
1/1/2025 0:47,0.432492156,2.713222041,114.6122681,0.967192724,0,218.358548,13.33342883,27.77690384,57.50635941,incendie
1/1/2025 0:48,1.023743256,4.848540796,113.4960008,0.112712172,1,241.2233498,15.17050124,14.15728485,35.52151485,incendie
1/1/2025 0:49,0.209628725,3.821768439,332.7701561,0.862230344,0,233.3775927,18.99969469,10.63597462,30.14837151,incendie
1/1/2025 0:50,0.299862304,1.005094985,181.7359846,0.574630175,0,226.2278304,15.96085477,15.75575132,25.19620547,normal
1/1/2025 0:51,0.011043405,1.093117926,340.0259437,0.831725659,0,228.36923,1.598855763,23.52428774,63.27580257,incendie
1/1/2025 0:52,1.180386566,3.761200814,419.2624413,0.634033958,1,226.4124228,18.87057716,13.15918771,49.5404833,fuite_gaz
1/1/2025 0:53,0.997276285,2.65058039,84.59172994,0.768837167,1,243.0921221,15.83851949,33.50182503,56.76635142,incendie
